"B05007_001E","B05007_001M","B05007_002E","B05007_002M","B05007_003E","B05007_003M","B05007_004E","B05007_004M","B05007_005E","B05007_005M","B05007_006E","B05007_006M","B05007_007E","B05007_007M","B05007_008E","B05007_008M","B05007_009E","B05007_009M","B05007_010E","B05007_010M","B05007_011E","B05007_011M","B05007_012E","B05007_012M","B05007_013E","B05007_013M","B05007_014E","B05007_014M","B05007_015E","B05007_015M","B05007_016E","B05007_016M","B05007_017E","B05007_017M","B05007_018E","B05007_018M","B05007_019E","B05007_019M","B05007_020E","B05007_020M","B05007_021E","B05007_021M","B05007_022E","B05007_022M","B05007_023E","B05007_023M","B05007_024E","B05007_024M","B05007_025E","B05007_025M","B05007_026E","B05007_026M","B05007_027E","B05007_027M","B05007_028E","B05007_028M","B05007_029E","B05007_029M","B05007_030E","B05007_030M","B05007_031E","B05007_031M","B05007_032E","B05007_032M","B05007_033E","B05007_033M","B05007_034E","B05007_034M","B05007_035E","B05007_035M","B05007_036E","B05007_036M","B05007_037E","B05007_037M","B05007_038E","B05007_038M","B05007_039E","B05007_039M","B05007_040E","B05007_040M","B05007_041E","B05007_041M","B05007_042E","B05007_042M","B05007_043E","B05007_043M","B05007_044E","B05007_044M","B05007_045E","B05007_045M","B05007_046E","B05007_046M","B05007_047E","B05007_047M","B05007_048E","B05007_048M","B05007_049E","B05007_049M","B05007_050E","B05007_050M","B05007_051E","B05007_051M","B05007_052E","B05007_052M","B05007_053E","B05007_053M","B05007_054E","B05007_054M","B05007_055E","B05007_055M","B05007_056E","B05007_056M","B05007_057E","B05007_057M","B05007_058E","B05007_058M","B05007_059E","B05007_059M","B05007_060E","B05007_060M","B05007_061E","B05007_061M","B05007_062E","B05007_062M","B05007_063E","B05007_063M","B05007_064E","B05007_064M","B05007_065E","B05007_065M","B05007_066E","B05007_066M","B05007_067E","B05007_067M","B05007_068E","B05007_068M","B05007_069E","B05007_069M","B05007_070E","B05007_070M","B05007_071E","B05007_071M","B05007_072E","B05007_072M","B05007_073E","B05007_073M","B05007_074E","B05007_074M","B05007_075E","B05007_075M","B05007_076E","B05007_076M","B05007_077E","B05007_077M","B05007_078E","B05007_078M","B05007_079E","B05007_079M","B05007_080E","B05007_080M","B05007_081E","B05007_081M","B05007_082E","B05007_082M","B05007_083E","B05007_083M","B05007_084E","B05007_084M","B05007_085E","B05007_085M","B05007_086E","B05007_086M","B05007_087E","B05007_087M","B05007_088E","B05007_088M","B05007_089E","B05007_089M","B05007_090E","B05007_090M","B05007_091E","B05007_091M","B05007_092E","B05007_092M","B05007_093E","B05007_093M","B05007_094E","B05007_094M","GEO_ID","NAME"
"978","273","169","101","10","17","10","17","0","95","44","69","44","69","0","95","27","35","22","34","5","10","88","67","76","52","12","26","483","223","112","127","69","111","43","58","56","68","37","41","19","31","165","122","102","69","63","83","150","121","150","121","0","95","326","104","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","284","98","175","115","0","95","0","95","0","95","0","95","0","95","0","95","111","111","49","66","62","66","64","56","35","43","29","35","109","148","62","84","0","95","62","84","0","95","0","95","0","95","47","64","47","64","0","95","0","95","0","95","0","95","42","65","10","38","3","10","7","28","11","20","11","20","0","95","12","21","12","21","0","95","9","12","9","12","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037102107","Census Tract 1021.07, Los Angeles County, California"
"1090","328","225","165","6","10","0","95","6","10","115","112","0","95","115","112","46","43","16","24","30","35","58","45","42","40","16","17","615","211","25","30","0","95","25","30","217","156","71","67","146","132","269","140","248","144","21","27","104","74","90","70","14","16","250","158","23","26","0","95","0","95","0","95","0","95","0","95","0","95","11","18","0","95","11","18","12","19","12","19","0","95","204","160","182","157","0","95","0","95","0","95","38","49","38","49","0","95","123","116","123","116","0","95","21","35","21","35","0","95","22","34","0","95","0","95","0","95","0","95","0","95","0","95","20","34","20","34","0","95","2","4","0","95","2","4","23","28","0","95","0","95","0","95","0","95","0","95","0","95","8","14","8","14","0","95","15","25","15","25","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037103101","Census Tract 1031.01, Los Angeles County, California"
"2096","464","122","66","8","14","0","95","8","14","39","36","29","31","10","17","37","37","13","19","24","35","38","38","38","38","0","95","1259","411","53","54","0","95","53","54","301","179","272","181","29","25","766","344","699","328","67","61","139","74","133","73","6","10","665","163","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","584","165","365","127","0","95","0","95","0","95","41","50","0","95","41","50","250","131","166","112","84","53","74","59","33","30","41","44","219","180","84","109","77","108","7","14","0","95","0","95","0","95","95","73","56","67","39","43","40","36","33","34","7","14","81","60","0","95","0","95","0","95","34","39","21","33","13","21","27","26","16","20","11","16","20","27","20","27","0","95","50","47","0","95","0","95","0","95","8","12","0","95","8","12","0","95","0","95","0","95","42","45","27","42","15","18","1400000US06037103102","Census Tract 1031.02, Los Angeles County, California"
"1829","420","134","93","0","95","0","95","0","95","0","95","0","95","0","95","47","51","42","50","5","11","87","77","36","42","51","65","747","221","111","108","0","95","111","108","193","97","148","91","45","55","340","160","313","153","27","31","103","79","103","79","0","95","943","397","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","872","400","610","304","16","22","0","95","16","22","121","116","34","56","87","68","123","93","56","71","67","56","350","215","201","181","149","125","262","190","102","131","0","95","102","131","0","95","0","95","0","95","29","45","29","45","0","95","131","135","113","114","18","30","71","66","0","95","0","95","0","95","10","16","0","95","10","16","14","22","14","22","0","95","47","61","47","61","0","95","5","10","0","95","0","95","0","95","0","95","0","95","0","95","4","9","0","95","4","9","1","2","1","2","0","95","1400000US06037103200","Census Tract 1032, Los Angeles County, California"
"726","164","169","125","49","76","0","95","49","76","13","20","0","95","13","20","74","96","74","96","0","95","33","30","33","30","0","95","212","80","14","18","0","95","14","18","21","24","21","24","0","95","28","28","28","28","0","95","149","66","149","66","0","95","268","154","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","243","151","161","103","20","29","0","95","20","29","21","36","21","36","0","95","102","58","76","60","26","38","18","24","7","13","11","18","82","62","11","16","10","15","1","4","44","65","0","95","44","65","0","95","0","95","0","95","27","44","27","44","0","95","25","46","0","95","0","95","0","95","0","95","0","95","0","95","25","46","25","46","0","95","0","95","0","95","0","95","77","53","0","95","0","95","0","95","16","25","16","25","0","95","15","22","0","95","15","22","46","40","46","40","0","95","1400000US06037103300","Census Tract 1033, Los Angeles County, California"
"2483","535","266","197","62","72","2","4","60","72","158","158","131","137","27","43","6","11","6","11","0","95","40","34","40","34","0","95","1590","522","438","303","37","59","401","295","743","355","445","333","298","292","292","131","244","115","48","59","117","107","62","70","55","83","604","225","45","70","2","4","2","4","0","95","0","95","0","95","0","95","0","95","0","95","0","95","43","69","43","69","0","95","440","228","316","242","95","136","0","95","95","136","77","110","0","95","77","110","82","104","0","95","82","104","62","57","62","57","0","95","124","98","2","4","2","4","0","95","0","95","0","95","0","95","82","68","82","68","0","95","40","65","40","65","0","95","119","90","7","14","0","95","7","14","0","95","0","95","0","95","20","35","20","35","0","95","92","84","85","84","7","12","23","27","0","95","0","95","0","95","0","95","0","95","0","95","23","27","16","25","7","12","0","95","0","95","0","95","1400000US06037103400","Census Tract 1034, Los Angeles County, California"
"1520","376","4","9","2","4","2","4","0","95","0","95","0","95","0","95","0","95","0","95","0","95","2","4","2","4","0","95","285","118","10","13","6","11","4","6","136","79","60","29","76","57","89","68","83","67","6","8","50","36","50","36","0","95","1230","340","1","5","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1","5","1","5","0","95","1229","341","812","228","131","114","94","103","37","37","184","100","47","38","137","102","257","121","107","59","150","101","240","89","186","93","54","40","417","321","226","260","79","96","147","216","4","18","4","18","0","95","113","99","62","53","51","48","74","50","55","45","19","30","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1","5","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1","5","1","5","0","95","1400000US06037104103","Census Tract 1041.03, Los Angeles County, California"
"2385","466","21","48","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","21","48","21","48","0","95","139","119","82","74","35","36","47","53","0","95","0","95","0","95","21","33","21","33","0","95","36","38","36","38","0","95","2225","442","30","41","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","30","41","15","20","15","21","2091","419","1401","292","36","49","0","95","36","49","445","268","30","42","415","267","559","188","102","65","457","166","361","168","241","119","120","93","690","475","331","354","12","19","319","354","162","130","20","31","142","115","165","109","91","81","74","62","32","55","18","31","14","24","104","119","11","18","0","95","11","18","0","95","0","95","0","95","93","118","0","95","93","118","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104105","Census Tract 1041.05, Los Angeles County, California"
"1995","476","24","35","0","95","0","95","0","95","0","95","0","95","0","95","24","35","0","95","24","35","0","95","0","95","0","95","79","89","24","30","24","30","0","95","49","91","24","37","25","87","6","11","6","11","0","95","0","95","0","95","0","95","1862","483","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1807","479","1676","516","470","249","0","95","470","249","664","303","24","34","640","280","414","166","90","73","324","174","128","87","94","73","34","34","131","115","0","95","0","95","0","95","86","98","37","44","49","82","29","34","18","29","11","17","16","23","10","17","6","15","55","65","19","29","0","95","19","29","16","28","16","28","0","95","20","30","0","95","20","30","0","95","0","95","0","95","30","48","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","30","48","30","48","0","95","1400000US06037104108","Census Tract 1041.08, Los Angeles County, California"
"980","313","30","32","4","8","0","95","4","8","8","13","0","95","8","13","0","95","0","95","0","95","18","29","18","29","0","95","78","74","7","15","0","95","7","15","4","6","4","6","0","95","60","67","48","60","12","18","7","15","7","15","0","95","807","306","26","33","0","95","0","95","0","95","0","95","0","95","0","95","19","29","19","29","0","95","7","14","7","14","0","95","781","305","646","297","255","278","0","95","255","278","50","46","27","33","23","31","71","53","30","35","41","43","270","58","161","57","109","49","135","132","7","15","7","15","0","95","6","13","6","13","0","95","38","44","30","32","8","14","84","116","84","116","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","65","48","15","23","0","95","15","23","29","25","0","95","29","25","0","95","0","95","0","95","21","29","21","29","0","95","1400000US06037104124","Census Tract 1041.24, Los Angeles County, California"
"2074","354","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","2074","354","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","2074","354","1847","338","459","249","0","95","459","249","317","93","36","32","281","97","625","172","245","91","380","164","446","149","212","101","234","128","227","133","50","54","0","95","50","54","76","65","0","95","76","65","59","65","0","95","59","65","42","42","34","40","8","14","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104201","Census Tract 1042.01, Los Angeles County, California"
"1969","321","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","20","25","11","19","11","19","0","95","0","95","0","95","0","95","0","95","0","95","0","95","9","15","9","15","0","95","1949","321","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1949","321","1566","327","409","205","32","46","377","203","470","153","47","46","423","138","416","127","108","58","308","107","271","119","230","113","41","32","383","187","52","48","0","95","52","48","201","145","20","24","181","133","108","70","66","54","42","41","22","26","22","26","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104203","Census Tract 1042.03, Los Angeles County, California"
"1536","355","2","5","0","95","0","95","0","95","0","95","0","95","0","95","2","5","2","5","0","95","0","95","0","95","0","95","377","251","113","104","0","95","113","104","90","67","83","65","7","10","80","48","60","33","20","22","94","93","76","72","18","22","1157","252","88","93","0","95","0","95","0","95","25","38","0","95","25","38","63","66","0","95","63","66","0","95","0","95","0","95","1048","229","841","261","167","127","0","95","167","127","238","93","67","56","171","90","258","114","104","74","154","97","178","93","115","94","63","44","207","168","88","112","0","95","88","112","29","47","0","95","29","47","61","68","38","35","23","36","29","44","0","95","29","44","21","31","21","31","0","95","21","31","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104204","Census Tract 1042.04, Los Angeles County, California"
"2450","485","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","4","7","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","4","7","4","7","0","95","2439","482","3","6","0","95","0","95","0","95","0","95","0","95","0","95","3","6","0","95","3","6","0","95","0","95","0","95","2428","479","2080","425","466","307","0","95","466","307","311","141","22","31","289","134","431","178","156","86","275","134","872","309","513","274","359","147","348","195","173","142","12","19","161","127","46","62","0","95","46","62","55","59","3","13","52","55","74","68","38","42","36","51","8","15","0","95","0","95","0","95","4","9","4","9","0","95","0","95","0","95","0","95","4","7","4","7","0","95","7","17","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","7","17","7","17","0","95","1400000US06037104310","Census Tract 1043.10, Los Angeles County, California"
"2749","507","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","72","49","11","18","0","95","11","18","12","21","12","21","0","95","29","34","29","34","0","95","20","23","20","23","0","95","2677","520","9","15","0","95","0","95","0","95","0","95","0","95","0","95","9","15","0","95","9","15","0","95","0","95","0","95","2668","520","2299","506","599","430","38","36","561","427","381","213","11","18","370","208","472","179","153","82","319","134","847","247","598","218","249","162","369","239","7","12","7","12","0","95","156","132","58","70","98","116","134","93","27","34","107","92","72","63","72","63","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104320","Census Tract 1043.20, Los Angeles County, California"
"1316","445","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1316","445","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1304","445","1243","432","103","108","25","42","78","73","452","343","37","49","415","339","195","97","57","41","138","81","493","138","260","143","233","124","61","58","33","52","0","95","33","52","0","95","0","95","0","95","11","17","11","17","0","95","17","21","17","21","0","95","12","20","12","20","0","95","12","20","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104401","Census Tract 1044.01, Los Angeles County, California"
"1406","426","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1406","426","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1406","426","1141","376","85","67","21","23","64","65","330","318","46","38","284","319","329","128","130","81","199","117","397","122","238","90","159","90","265","149","54","49","0","95","54","49","120","101","15","22","105","100","78","52","35","39","43","47","13","21","6","9","7","12","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104403","Census Tract 1044.03, Los Angeles County, California"
"1461","381","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1461","381","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1461","381","1374","389","493","291","33","38","460","292","316","158","51","54","265","143","242","157","25","28","217","149","323","149","138","86","185","130","87","97","0","95","0","95","0","95","0","95","0","95","0","95","37","61","0","95","37","61","50","78","50","78","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104404","Census Tract 1044.04, Los Angeles County, California"
"1292","258","79","128","0","95","0","95","0","95","79","128","0","95","79","128","0","95","0","95","0","95","0","95","0","95","0","95","7","12","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","7","12","7","12","0","95","1206","312","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1206","312","962","218","168","140","23","29","145","139","139","65","36","38","103","60","204","103","116","76","88","60","451","127","256","88","195","81","244","208","167","199","0","95","167","199","25","30","6","10","19","28","45","40","19","22","26","33","7","11","0","95","7","11","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","0","95","1400000US06037104500","Census Tract 1045, Los Angeles County, California"
